user_input,reference_contexts,reference,synthesizer_name
"How did the plans for Gigafactory Mexico change in 2023 due to potenial tarif impacts, and how does this relate to Tesla's expansion with Gigafactory Berlin and other facilities?","['<1-hop>\n\n2023년 3월, Tesla는 잠재적인 관세 영향으로 인해 지연된 Gigafactory Mexico에 대한 계획을 발표했습니다. COVID-19 팬데믹 초기에 Tesla는 2020년 3월에 프리몬트 공장을 폐쇄하고 지방 당국과의 분쟁 후 2020년 5월 11일에 재개장했습니다. Tesla는 2021년 12월에 법적 본사를 Gigafactory Texas로 이전했지만 Megafactory (2022)와 Palo Alto의 글로벌 엔지니어링 본사(2023)로 캘리포니아에서의 입지를 확장했습니다.', '<2-hop>\n\n2019년 7월부터 2020년 6월까지 Tesla는 4분기 연속 흑자를 보고했으며 S&P 500에 추가되었습니다. 2020년에는 주가가 크게 상승했으며 시가 총액은 다음 9개의 대형 자동차 제조업체를 합친 것보다 많았습니다.\n\nModel Y 중형 크로스오버 SUV는 2019년 3월에 소개되었으며 배송은 2020년 3월에 시작되었습니다. Tesla는 Gigafactory Shanghai (2019), Gigafactory Berlin (2020) 및 Gigafactory Texas (2020)로 생산 능력을 확장했습니다.']","In 2023, Tesla announced plans for Gigafactory Mexico were delayed due to potential tariff impacts. This delay contrasts with Tesla's earlier expansion efforts, including the establishment of Gigafactory Berlin in 2020 and other facilities such as Gigafactory Shanghai (2019) and Gigafactory Texas (2020). While Gigafactory Berlin and other factories helped Tesla increase production capacity, the Mexico factory faced setbacks influenced by external trade factors.",multi_hop_specific_query_synthesizer
"Tesla Gigafactory Texas 법적 본사 이전과 Gigafactory 뉴욕의 제품 생산 차이점은 어떻게 되며, 이 두 공장이 미국 내 Tesla 사업 확장에 어떤 영향을 미쳤습니까?","['<1-hop>\n\n2023년 3월, Tesla는 잠재적인 관세 영향으로 인해 지연된 Gigafactory Mexico에 대한 계획을 발표했습니다. COVID-19 팬데믹 초기에 Tesla는 2020년 3월에 프리몬트 공장을 폐쇄하고 지방 당국과의 분쟁 후 2020년 5월 11일에 재개장했습니다. Tesla는 2021년 12월에 법적 본사를 Gigafactory Texas로 이전했지만 Megafactory (2022)와 Palo Alto의 글로벌 엔지니어링 본사(2023)로 캘리포니아에서의 입지를 확장했습니다.', '<2-hop>\n\n| 개장 | 이름                | 도시                    | 국가 | 직원 수 | 제품                               |\n| :--- | :------------------ | :---------------------- | :--- | :------ | :--------------------------------- |\n| 2010 | Tesla 프리몬트 공장 | 캘리포니아 주 프리몬트  | 미국 | 22,000  | Model S, Model X, Model 3, Model Y |\n| 2016 | Gigafactory 네바다  | 네바다 주 스토리 카운티 | 미국 | 7,000   | 배터리, Powerwall, Semi            |\n| 2017 | Gigafactory 뉴욕    | 뉴욕 주 버팔로          | 미국 | 1,500   | Solar Roof, Supercharger           |\n| 2019 | Gigafactory 상하이  | 상하이                  | 중국 | 20,000  | Model 3, Model Y, Supercharger     |\n| 2022 | Gigafactory 베를린  | 그륀하이데              | 독일 | 10,000  | Model Y                            |']","Tesla는 2021년 12월에 법적 본사를 Gigafactory Texas로 이전하였으며, 이는 캘리포니아에서의 입지를 확장하는 과정의 일환이었습니다. 반면, Gigafactory 뉴욕은 2017년에 개장하여 뉴욕 주 버팔로에 위치하고 있으며, 약 1,500명의 직원이 Solar Roof와 Supercharger 제품을 생산하고 있습니다. Gigafactory Texas는 법적 본사 역할을 하면서 Tesla의 미국 내 사업 확장과 전략적 위치 확보에 중요한 역할을 했고, Gigafactory 뉴욕은 태양광 및 충전 인프라 제품 생산에 집중하여 Tesla의 에너지 사업 부문을 강화하는 데 기여했습니다.",multi_hop_specific_query_synthesizer
"2021년에 Rivian이 시작한 전기차 배송과 Waypoint 충전기 설치는 어떻게 미국과 캐나다 전역의 공공 충전소 네트워크 개발과 연결되며, 이후 2023년과 2025년에 어떤 중요한 변화가 있었습니까?","['<1-hop>\n\n**EV 충전**\n\nRivian은 미국과 캐나다 전역에 공공 충전소 네트워크를 개발하고 있습니다. Rivian은 2021년에 Waypoint 충전기 설치를 시작했지만 2023년 4월에 Rivian Adventure Network가 Rivian 이외의 차량에도 개방될 것이라고 발표되었습니다. Rivian은 또한 2025년 모델 연도부터 북미에서 차량에 북미 충전 시스템(NACS)을 채택할 예정입니다.\n\n**시설**', '<2-hop>\n\n**개요**\n\nRivian은 ""스케이트보드"" 플랫폼(R1T 및 R1S 모델)을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭 및 전기 배달 밴(Rivian EDV)을 생산합니다. R1T 배송은 2021년 말에 시작되었습니다. 회사는 2022년에 미국에서 충전 네트워크를 시작하여 2024년에 다른 차량에도 개방했습니다. 생산 공장은 일리노이 주 노멀에 있으며, 다른 시설은 미국, 캐나다, 영국 및 세르비아의 여러 주에 있습니다.\n\n**역사**\n\n**초창기 (2009–15):**']","Rivian은 2021년 말에 R1T 전기 픽업 트럭 배송을 시작했으며, 같은 해에 Waypoint 충전기 설치를 시작하여 미국과 캐나다 전역에 공공 충전소 네트워크를 개발하기 시작했습니다. 이후 2023년 4월에는 Rivian Adventure Network가 Rivian 차량뿐만 아니라 다른 차량에도 개방될 것이라고 발표하였고, 2025년 모델 연도부터는 북미에서 차량에 북미 충전 시스템(NACS)을 채택할 예정입니다. 이처럼 2021년의 배송 시작과 충전기 설치는 이후 충전 네트워크 확장과 충전 시스템 도입으로 이어졌습니다.",multi_hop_specific_query_synthesizer
"Rivian이 2021년 9월에 R1T 배송을 시작하여 완전 전기 픽업을 소비자 시장에 출시한 최초의 자동차 제조업체가 된 이후, 2021년과 2022년에 걸쳐 회사가 발표한 주요 사업적 변화와 전략적 결정들은 무엇이며, 이러한 변화들이 Rivian의 전기차 생산 및 시장 확장에 어떤 영향을 미쳤습니까?","['<1-hop>\n\n- R1T 배송은 2021년 9월에 시작되어 Rivian은 완전 전기 픽업을 소비자 시장에 출시한 최초의 자동차 제조업체가 됨.\n- 2021년 11월, Rivian은 IPO를 통해 135억 달러를 조달하여 상장 회사가 됨.\n- Ford와 Rivian은 전기 자동차 공동 개발 계획을 취소.\n- 2022년 3월, Rivian은 부품 비용으로 인해 R1T 및 R1S의 가격 인상을 발표했으며, 이후 소급 적용에 대해 사과.\n- 2022년 7월, Rivian은 6%의 인력 감축을 발표.\n- 2022년 9월, 유럽에서 전기 밴을 생산하기 위해 Mercedes-Benz Group과 합작 투자를 발표했지만 나중에 취소됨.', '<2-hop>\n\n**개요**\n\nRivian은 ""스케이트보드"" 플랫폼(R1T 및 R1S 모델)을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭 및 전기 배달 밴(Rivian EDV)을 생산합니다. R1T 배송은 2021년 말에 시작되었습니다. 회사는 2022년에 미국에서 충전 네트워크를 시작하여 2024년에 다른 차량에도 개방했습니다. 생산 공장은 일리노이 주 노멀에 있으며, 다른 시설은 미국, 캐나다, 영국 및 세르비아의 여러 주에 있습니다.\n\n**역사**\n\n**초창기 (2009–15):**']","Rivian은 2021년 9월에 R1T 배송을 시작하며 완전 전기 픽업을 소비자 시장에 출시한 최초의 자동차 제조업체가 되었습니다. 같은 해 11월에는 IPO를 통해 135억 달러를 조달하며 상장 회사가 되었습니다. 그러나 Ford와의 전기차 공동 개발 계획은 취소되었고, 2022년 3월에는 부품 비용 상승으로 인해 R1T 및 R1S 모델의 가격 인상을 발표하며 소급 적용에 대해 사과했습니다. 2022년 7월에는 6%의 인력 감축을 단행했고, 2022년 9월에는 유럽에서 전기 밴 생산을 위해 Mercedes-Benz Group과 합작 투자를 발표했으나 이후 취소되었습니다. 이러한 일련의 사업적 변화와 전략적 결정들은 Rivian이 전기차 생산을 지속하면서도 비용 관리와 시장 확장 전략을 조정하는 데 중요한 영향을 미쳤으며, 미국 내 충전 네트워크 구축과 글로벌 생산 시설 확장 계획과 맞물려 회사의 전기차 시장 내 입지를 강화하는 데 기여했습니다.",multi_hop_specific_query_synthesizer
Gigafactory Texas 위치 어딘가? 그리고 2022년 생산하는 차종 뭐야?,"['<1-hop>\n\n2019년 7월부터 2020년 6월까지 Tesla는 4분기 연속 흑자를 보고했으며 S&P 500에 추가되었습니다. 2020년에는 주가가 크게 상승했으며 시가 총액은 다음 9개의 대형 자동차 제조업체를 합친 것보다 많았습니다.\n\nModel Y 중형 크로스오버 SUV는 2019년 3월에 소개되었으며 배송은 2020년 3월에 시작되었습니다. Tesla는 Gigafactory Shanghai (2019), Gigafactory Berlin (2020) 및 Gigafactory Texas (2020)로 생산 능력을 확장했습니다.', '<2-hop>\n\n| 2022 | Gigafactory 텍사스  | 텍사스 주 오스틴        | 미국 | 12,000  | Model Y, Cybertruck                |']","Gigafactory Texas는 미국 텍사스 주 오스틴에 위치해 있으며, 2022년에는 Model Y와 Cybertruck을 생산하고 있습니다.",multi_hop_specific_query_synthesizer
"Tesla가 2004년에 초기 자금 조달을 받은 이후, 2007년 이전에 시작된 Model S 개발은 어떻게 이루어졌으며, 이 두 시점이 Tesla의 전기차 산업 발전에 어떤 의미가 있습니까?","['<1-hop>\n\nTesla, Inc.는 미국의 다국적 자동차 및 청정 에너지 회사입니다. 이 회사는 전기 자동차(BEV), 고정형 배터리 에너지 저장 장치, 태양 전지판, 태양광 지붕널 및 관련 제품/서비스를 설계, 제조 및 판매합니다. 2003년 7월 Martin Eberhard와 Marc Tarpenning이 Tesla Motors로 설립했으며, Nikola Tesla를 기리기 위해 명명되었습니다. Elon Musk는 2004년 Tesla의 초기 자금 조달을 주도하여 2008년에 회장 겸 CEO가 되었습니다.', '<2-hop>\n\n- **Model S:** 리프트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃을 갖춘 풀사이즈 고급차. Model S 개발은 2007년 이전에 시작되었으며 배송은 2012년 6월에 시작되었습니다.\n- **Model X:** 듀얼 모터 또는 트리 모터, 전륜 구동 레이아웃을 갖춘 5인승, 6인승 및 7인승 구성으로 제공되는 중형 고급 크로스오버 SUV. 뒷좌석 승객 문은 관절형 ""팔콘 윙"" 디자인으로 수직으로 열립니다. Model X 프로토타입은 2012년 2월에 처음 공개되었으며 배송은 2015년 9월에 시작되었습니다.']","Tesla는 2004년에 Elon Musk가 초기 자금 조달을 주도하였고, 이후 2007년 이전에 Model S의 개발이 시작되었습니다. 이 두 시점은 Tesla가 전기차 산업에서 본격적으로 성장하는 중요한 단계로, 2004년의 자금 조달은 회사의 안정적인 운영과 기술 개발을 가능하게 했으며, 2007년 이전에 시작된 Model S 개발은 고급 전기차 시장 진입을 위한 핵심 프로젝트였습니다. Model S는 리프트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃을 갖춘 풀사이즈 고급차로, 2012년 6월에 배송이 시작되었습니다.",multi_hop_specific_query_synthesizer
"2019년 3월에 처음 공개된 Model Y의 주요 특징과 Tesla가 2019년에 도입한 차량 유지보수 정책은 무엇이며, 이 두 요소가 Tesla의 고객 서비스 전략에 어떻게 부합합니까?","['<1-hop>\n\n- **Model Y:** 싱글 모터, 후륜 구동 또는 듀얼 모터, 전륜 구동 레이아웃을 갖춘 5인승 및 7인승 구성으로 제공되는 중형 크로스오버 SUV. 이 차량은 고급 Model X SUV보다 저렴하도록 설계되었습니다. Model Y 프로토타입은 2019년 3월에 처음 공개되었으며 배송은 2020년 3월에 시작되었습니다.\n- **Tesla Semi:** Tesla Semi는 Tesla, Inc.의 클래스 8 세미 트럭으로, 트리 모터, 후륜 구동 레이아웃을 갖추고 있습니다. Tesla는 Semi가 일반적인 디젤 세미 트럭보다 약 3배 더 강력하고 주행 거리가 500마일(800km)이라고 주장합니다. 초기 배송은 2022년 12월 1일에 PepsiCo에 이루어졌습니다.', '<2-hop>\n\nTesla는 원격 진단 및 수리를 우선시하여 모바일 기술자를 파견하거나 필요한 경우 고객을 서비스 센터로 안내합니다. 이 회사는 전 세계에 소매점, 갤러리, 서비스, 배송 및 차체 수리점을 운영하고 있습니다. Tesla는 차량 서비스에서 이익을 얻지 않는 것을 목표로 합니다. 2019년 초에 연간 유지 보수 요구 사항이 제거되었고 대신 브레이크액, 에어컨, 타이어 및 에어 필터를 주기적으로 서비스할 것을 권장합니다.\n\n### 충전 서비스']","2019년 3월에 처음 공개된 Model Y는 싱글 모터 후륜 구동 또는 듀얼 모터 전륜 구동 레이아웃을 갖춘 5인승 및 7인승 중형 크로스오버 SUV로, 고급 Model X SUV보다 저렴하도록 설계되었습니다. 2019년 초 Tesla는 연간 유지 보수 요구 사항을 제거하고 대신 브레이크액, 에어컨, 타이어 및 에어 필터를 주기적으로 서비스할 것을 권장하는 새로운 차량 유지보수 정책을 도입했습니다. 이 두 요소는 Tesla가 원격 진단 및 수리를 우선시하며 모바일 기술자를 파견하거나 고객을 서비스 센터로 안내하는 고객 서비스 전략과 부합하여, 차량 소유자의 편의성을 높이고 서비스 비용을 최소화하는 방향으로 설계되었습니다.",multi_hop_specific_query_synthesizer
"Tesla의 Semi 모델은 언제 출시되었고, 이 차량의 좌석 수는 어떻게 되나요? 또한, Tesla의 전체 차량 생산 연혁에서 Semi가 차지하는 위치는 무엇인가요?","['<1-hop>\n\nTesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022) 및 Cybertruck (2023)으로 이어졌습니다. 이 회사는 세계에서 가장 가치 있는 회사 중 하나이며 2020년 7월 이후 가장 가치 있는 자동차 제조업체입니다. Tesla는 2021~2022년, 그리고 2024년에 다시 한 번 한때 1조 달러의 가치를 달성했습니다. 2023년에는 배터리 전기 자동차 시장에서 가장 큰 점유율(19.9%)을 차지했으며 Forbes Global 2000에서 69위에 랭크되었습니다.', '<2-hop>\n\n| Tesla 모델 |          |       |                  |\n| :--------- | :------- | :---- | :--------------- |\n| 이름       | 제조년도 | 좌석  | 참고             |\n| Roadster   | 2008     | 2     | 2012년에 단종    |\n| Model S    | 2012     | 5/7   |                  |\n| Model X    | 2015     | 5/6/7 |                  |\n| Model 3    | 2017     | 5     |                  |\n| Model Y    | 2020     | 5/7   |                  |\n| Semi       | 2022     | 2     |                  |\n| Cybertruck | 2023     | 5     |                  |\n| Roadster 2 |          | 2/4   | 2025년 출시 예정 |\n| Cybercab   |          | 2     | 2026년 출시 예정 |\n| Robovan    |          | 20    | 명시된 기간 없음 |\n\n### 사용 가능한 제품']","Tesla의 Semi 모델은 2022년에 출시되었으며, 좌석 수는 2석입니다. Tesla의 차량 생산은 2008년 Roadster로 시작하여 Model S (2012), Model X (2015), Model 3 (2017), Model Y (2020), Semi (2022), 그리고 Cybertruck (2023)으로 이어졌습니다. 따라서 Semi는 Tesla의 전기차 라인업에서 2020년대 초반에 출시된 상용 전기 트럭 모델로, Model Y 다음에 출시된 차량입니다.",multi_hop_specific_query_synthesizer
"Tesla의 최초 Roadster 생산과 2세대 Roadster의 주요 특징 및 출시 계획은 어떻게 연결되며, 이 두 모델이 미국 전기차 시장에서 어떤 의미를 가지는지 설명해 주시겠습니까?","['<1-hop>\n\nRoadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.', '<2-hop>\n\n### 발표된 제품\n\n- **Roadster (2세대):** 2017년에 공개되었으며 620마일(1,000km)의 주행 거리와 고성능 사양을 갖춘 것으로 알려져 있습니다. 2025년에 생산 예정입니다.\n- **Tesla 차세대 차량:** 2025년 상반기에 배송될 것으로 예상되는 발표된 배터리 전기 플랫폼.\n- **Cybercab:** 출시 예정인 2인승 배터리 전기 자율 주행차.\n- **Robovan:** 미래 개발을 위해 계획된 전기 자율 밴.\n\n### 단종\n\n- **Tesla Roadster:** 2008년부터 2012년까지 생산된 2인승 스포츠카.\n\n### 연결 서비스']","Tesla의 최초 Roadster는 2008년부터 2012년까지 생산된 2인승 스포츠카로, 2009년 1월까지 147대가 인도되었으며, Tesla는 이 시기에 1억 8,700만 달러를 모금하고 2009년 6월 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았습니다. 반면, 2세대 Roadster는 2017년에 공개되었으며, 620마일(1,000km)의 주행 거리와 고성능 사양을 갖추고 2025년에 생산될 예정입니다. 이 두 모델은 Tesla가 미국 전기차 시장에서 초기 스포츠카 시장을 개척한 것에서부터, 장거리 주행과 고성능을 강조하는 차세대 전기차 시장으로 확장하는 전략적 진화를 보여줍니다.",multi_hop_specific_query_synthesizer
"Tesla의 다양한 차량 모델 중 Model 3의 주요 특징과 제조 공장 위치는 무엇이며, 이 차량이 Tesla의 전체 차량 라인업에서 어떤 위치를 차지하는지 Tesla manufacturing plants, Model 3, Tesla vehicle models라는 테마를 반영하여 자세히 설명해 주시겠습니까?","['<1-hop>\n\n| 개장 | 이름                | 도시                    | 국가 | 직원 수 | 제품                               |\n| :--- | :------------------ | :---------------------- | :--- | :------ | :--------------------------------- |\n| 2010 | Tesla 프리몬트 공장 | 캘리포니아 주 프리몬트  | 미국 | 22,000  | Model S, Model X, Model 3, Model Y |\n| 2016 | Gigafactory 네바다  | 네바다 주 스토리 카운티 | 미국 | 7,000   | 배터리, Powerwall, Semi            |\n| 2017 | Gigafactory 뉴욕    | 뉴욕 주 버팔로          | 미국 | 1,500   | Solar Roof, Supercharger           |\n| 2019 | Gigafactory 상하이  | 상하이                  | 중국 | 20,000  | Model 3, Model Y, Supercharger     |\n| 2022 | Gigafactory 베를린  | 그륀하이데              | 독일 | 10,000  | Model Y                            |', '<2-hop>\n\n- **Model 3:** 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 레이아웃 또는 후륜 모터, 후륜 구동 레이아웃을 갖춘 중형차. 이 차량은 고급 Model S 세단보다 저렴하도록 설계되었습니다. Model 3 프로토타입은 2016년에 처음 공개되었으며 일주일 만에 325,000건 이상의 유료 예약이 접수되었습니다.', '<3-hop>\n\n| Tesla 모델 |          |       |                  |\n| :--------- | :------- | :---- | :--------------- |\n| 이름       | 제조년도 | 좌석  | 참고             |\n| Roadster   | 2008     | 2     | 2012년에 단종    |\n| Model S    | 2012     | 5/7   |                  |\n| Model X    | 2015     | 5/6/7 |                  |\n| Model 3    | 2017     | 5     |                  |\n| Model Y    | 2020     | 5/7   |                  |\n| Semi       | 2022     | 2     |                  |\n| Cybertruck | 2023     | 5     |                  |\n| Roadster 2 |          | 2/4   | 2025년 출시 예정 |\n| Cybercab   |          | 2     | 2026년 출시 예정 |\n| Robovan    |          | 20    | 명시된 기간 없음 |\n\n### 사용 가능한 제품']","Model 3는 패스트백 차체 스타일과 듀얼 모터, 전륜 구동 또는 후륜 구동 레이아웃을 갖춘 중형차로, 고급 Model S 세단보다 저렴하도록 설계되었습니다. 이 차량은 2016년에 프로토타입이 처음 공개되었으며, 일주일 만에 325,000건 이상의 유료 예약이 접수될 정도로 큰 인기를 끌었습니다. Model 3는 2017년에 제조가 시작되었고, Tesla의 프리몬트 공장(캘리포니아 주 프리몬트)과 상하이 Gigafactory(중국 상하이)에서 생산되고 있습니다. 프리몬트 공장에서는 Model S, Model X, Model 3, Model Y가 생산되며, 상하이 Gigafactory에서는 Model 3와 Model Y가 생산됩니다. Tesla의 차량 라인업에서 Model 3는 중형 세단으로, 5인승이며, Tesla의 고급 세단인 Model S보다 접근성이 높은 모델로 자리 잡고 있습니다.",multi_hop_abstract_query_synthesizer
"Rivian의 IPO 및 자금 조달 현황과 Tesla의 IPO, 그리고 두 회사의 전기차 인프라 구축 현황은 어떻게 비교됩니까?","['<1-hop>\n\n- R1T 배송은 2021년 9월에 시작되어 Rivian은 완전 전기 픽업을 소비자 시장에 출시한 최초의 자동차 제조업체가 됨.\n- 2021년 11월, Rivian은 IPO를 통해 135억 달러를 조달하여 상장 회사가 됨.\n- Ford와 Rivian은 전기 자동차 공동 개발 계획을 취소.\n- 2022년 3월, Rivian은 부품 비용으로 인해 R1T 및 R1S의 가격 인상을 발표했으며, 이후 소급 적용에 대해 사과.\n- 2022년 7월, Rivian은 6%의 인력 감축을 발표.\n- 2022년 9월, 유럽에서 전기 밴을 생산하기 위해 Mercedes-Benz Group과 합작 투자를 발표했지만 나중에 취소됨.', '<2-hop>\n\nRoadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.', '<3-hop>\n\n**EV 충전**\n\nRivian은 미국과 캐나다 전역에 공공 충전소 네트워크를 개발하고 있습니다. Rivian은 2021년에 Waypoint 충전기 설치를 시작했지만 2023년 4월에 Rivian Adventure Network가 Rivian 이외의 차량에도 개방될 것이라고 발표되었습니다. Rivian은 또한 2025년 모델 연도부터 북미에서 차량에 북미 충전 시스템(NACS)을 채택할 예정입니다.\n\n**시설**']","Rivian은 2021년 11월 IPO를 통해 135억 달러를 조달하며 상장 회사가 되었고, 2021년 9월부터 R1T 배송을 시작하여 완전 전기 픽업을 소비자 시장에 처음으로 출시했습니다. 반면 Tesla는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했으며, 2008년부터 Roadster 생산을 시작해 2009년 1월까지 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 전기차 인프라 측면에서 Rivian은 2021년부터 미국과 캐나다 전역에 Waypoint 충전기 설치를 시작했고, 2023년 4월에는 Rivian Adventure Network를 Rivian 이외의 차량에도 개방한다고 발표했으며, 2025년 모델 연도부터 북미 충전 시스템(NACS)을 북미 차량에 채택할 예정입니다. Tesla는 별도의 인프라 내용이 제공되지 않았으나, 두 회사 모두 전기차 시장에서 자금 조달과 인프라 구축에 적극적으로 나서고 있음을 알 수 있습니다.",multi_hop_abstract_query_synthesizer
"Tesla Network 차량 호출 서비스의 컨셉 버전 공개와 Rivian의 전기 스포츠 유틸리티 차량 및 충전 네트워크 확장 계획은 미국 전기차(BEV) 시장에서 어떤 의미를 가지며, 두 회사의 전략적 차이점은 무엇입니까?","['<1-hop>\n\n2021년 초, Tesla는 Bitcoin에 15억 달러를 투자하고 환경 문제로 인해 중단하기 전에 잠시 결제 수단으로 허용했습니다. 2022년 7월까지 Tesla는 Bitcoin 보유량의 약 75%를 매각했습니다. 2023년 5월과 2024년 2월 사이에 북미 EV 제조업체는 Tesla의 북미 충전 표준으로 전환할 계획을 발표했습니다.\n\n2023년 11월, Tesla는 Cybertruck 배송을 시작했습니다. 2024년 4월, 회사는 직원 10% 감축을 발표하고 6월에 법인 설립지를 델라웨어에서 텍사스로 이전했습니다. 2024년 10월, Tesla는 미래의 차량 호출 서비스인 Tesla Network를 위해 Cybercab 및 Robovan의 컨셉 버전을 공개했습니다.', '<2-hop>\n\n**개요**\n\nRivian은 ""스케이트보드"" 플랫폼(R1T 및 R1S 모델)을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭 및 전기 배달 밴(Rivian EDV)을 생산합니다. R1T 배송은 2021년 말에 시작되었습니다. 회사는 2022년에 미국에서 충전 네트워크를 시작하여 2024년에 다른 차량에도 개방했습니다. 생산 공장은 일리노이 주 노멀에 있으며, 다른 시설은 미국, 캐나다, 영국 및 세르비아의 여러 주에 있습니다.\n\n**역사**\n\n**초창기 (2009–15):**', '<3-hop>\n\nTesla, Inc.는 미국의 다국적 자동차 및 청정 에너지 회사입니다. 이 회사는 전기 자동차(BEV), 고정형 배터리 에너지 저장 장치, 태양 전지판, 태양광 지붕널 및 관련 제품/서비스를 설계, 제조 및 판매합니다. 2003년 7월 Martin Eberhard와 Marc Tarpenning이 Tesla Motors로 설립했으며, Nikola Tesla를 기리기 위해 명명되었습니다. Elon Musk는 2004년 Tesla의 초기 자금 조달을 주도하여 2008년에 회장 겸 CEO가 되었습니다.']","Tesla는 2024년 10월에 미래의 차량 호출 서비스인 Tesla Network를 위해 Cybercab 및 Robovan의 컨셉 버전을 공개하였으며, 이는 Tesla가 전기차(BEV) 시장에서 단순한 차량 제조를 넘어 모빌리티 서비스로 확장하려는 전략을 보여줍니다. 반면 Rivian은 '스케이트보드' 플랫폼을 기반으로 한 전기 스포츠 유틸리티 차량(SUV), 픽업 트럭, 전기 배달 밴을 생산하며, 2022년에 미국에서 충전 네트워크를 시작하고 2024년에는 이를 다른 차량에도 개방하는 등 충전 인프라 확장에 집중하고 있습니다. 따라서 Tesla는 차량 호출 서비스와 같은 미래형 모빌리티 솔루션에 중점을 두는 반면, Rivian은 다양한 전기차 모델 생산과 충전 네트워크 확장에 전략적 초점을 맞추고 있어, 두 회사는 미국 전기차 시장에서 각각 서비스 혁신과 인프라 구축이라는 차별화된 접근을 취하고 있습니다.",multi_hop_abstract_query_synthesizer
Tesla의 2008년부터 2015년까지의 성장 과정과 2020년 Tesla와 Rivian 간의 소송은 어떻게 연결됩니까?,"['<1-hop>\n\n- 2020년 7월, Tesla는 Rivian이 독점 정보를 훔치고 직원을 빼갔다고 주장하며 소송을 제기했습니다.\n- 2021년 3월, Illinois Automobile Dealers Association은 Rivian과 Lucid Motors가 소비자에게 직접 판매했다는 이유로 소송을 제기했습니다.\n- 2021년 11월, 전 VP Laura Schwab은 차별 혐의로 소송을 제기하고 차량 가격 책정 및 안전 표준에 대한 우려를 제기했습니다.', '<2-hop>\n\nRoadster 생산은 2008년에 시작되었습니다. 2009년 1월까지 Tesla는 1억 8,700만 달러를 모금하고 147대의 자동차를 인도했습니다. 2009년 6월, Tesla는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았으며, 2013년 5월에 이자와 함께 상환했습니다.\n\n### IPO, Model S 및 Model X (2010–2015)\n\n2010년 5월, Tesla는 캘리포니아 주 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 이 회사는 2010년 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달했습니다.', '<3-hop>\n\n2023년 3월, Tesla는 잠재적인 관세 영향으로 인해 지연된 Gigafactory Mexico에 대한 계획을 발표했습니다. COVID-19 팬데믹 초기에 Tesla는 2020년 3월에 프리몬트 공장을 폐쇄하고 지방 당국과의 분쟁 후 2020년 5월 11일에 재개장했습니다. Tesla는 2021년 12월에 법적 본사를 Gigafactory Texas로 이전했지만 Megafactory (2022)와 Palo Alto의 글로벌 엔지니어링 본사(2023)로 캘리포니아에서의 입지를 확장했습니다.']","Tesla는 2008년 Roadster 생산을 시작하고 2009년 1월까지 1억 8,700만 달러를 모금하며 147대의 자동차를 인도했습니다. 2009년 6월에는 미국 에너지부로부터 4억 6,500만 달러의 대출을 받았고, 2010년 5월에는 캘리포니아 프리몬트의 NUMMI 공장을 Toyota로부터 인수했습니다. 같은 해 6월 NASDAQ에 상장하여 2억 2,600만 달러를 조달하는 등 2015년까지 Model S와 Model X를 출시하며 회사 성장을 이어갔습니다. 이후 2020년 7월, Tesla는 Rivian이 독점 정보를 훔치고 직원을 빼갔다고 주장하며 소송을 제기했는데, 이는 Tesla가 빠르게 성장하는 전기차 시장에서 경쟁사인 Rivian과의 갈등이 심화된 결과로 볼 수 있습니다.",multi_hop_abstract_query_synthesizer
